State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
ladakh,2021,4,194703,21830,68873210.48487522
ladakh,2021,4,194106,17704,56842594.13239838
ladakh,2022,1,194104,154272,472737561.2291975
ladakh,2022,1,194101,134589,426307081.65345216
ladakh,2022,1,194201,76974,270445428.79312336
ladakh,2022,1,194107,45153,152808140.1873147
ladakh,2022,1,194401,42114,144670505.39359504
ladakh,2022,1,194103,34785,93196976.43138848
ladakh,2022,1,194102,26314,89483823.81015117
ladakh,2022,1,194703,23787,73704446.76612793
ladakh,2022,1,194105,23335,68121513.09820607
ladakh,2022,1,194106,17551,56686258.252219945
ladakh,2022,2,194101,295744,953619671.9154239
ladakh,2022,2,194104,235834,687142377.4082154
ladakh,2022,2,194201,122174,422676434.18049604
ladakh,2022,2,194107,78094,237866441.3871275
ladakh,2022,2,194401,77048,302237005.0231304
ladakh,2022,2,194103,64923,179793577.05094215
ladakh,2022,2,194102,49473,160062924.85814723
ladakh,2022,2,194105,39622,106171675.08014886
ladakh,2022,2,194703,35267,99427375.07701047
ladakh,2022,2,194404,31848,150765059.0770013
ladakh,2022,3,194101,320558,987012441.2115387
ladakh,2022,3,194104,252253,692400225.3003747
ladakh,2022,3,194201,138865,447577780.6149179
ladakh,2022,3,194401,78063,282694980.31049764
ladakh,2022,3,194103,67676,172870643.53104627
ladakh,2022,3,194107,66414,194962643.17275846
ladakh,2022,3,194102,58100,163338681.53460935
ladakh,2022,3,194404,44884,212368409.06949016
ladakh,2022,3,194105,40480,105748434.37612358
ladakh,2022,3,194703,33746,90353822.98653208
ladakh,2022,4,194104,253102,634954359.5981989
ladakh,2022,4,194101,242758,650642182.7208587
ladakh,2022,4,194201,128329,361948632.4458002
ladakh,2022,4,194401,73153,227090234.7867395
ladakh,2022,4,194103,62642,136252415.71828476
ladakh,2022,4,194102,55644,138011380.5256229
ladakh,2022,4,194107,54757,143326775.1819088
ladakh,2022,4,194404,50950,195859048.4963047
ladakh,2022,4,194105,41674,98531402.32250312
ladakh,2022,4,194703,34085,90457957.39822572
ladakh,2023,1,194104,365465,817164561.0
ladakh,2023,1,194101,331624,804996085.0
ladakh,2023,1,194201,209303,537988565.0
ladakh,2023,1,194401,120264,349082766.0
ladakh,2023,1,194107,83588,214131235.0
ladakh,2023,1,194404,83097,303372077.0
ladakh,2023,1,194103,82070,139984081.0
ladakh,2023,1,194102,62904,141398012.0
ladakh,2023,1,194105,56306,115031490.0
ladakh,2023,1,194703,48774,127133921.0
ladakh,2023,2,194101,736089,1826645330.0
ladakh,2023,2,194104,613774,1340107503.0
ladakh,2023,2,194201,383971,1032046191.0
ladakh,2023,2,194401,201619,603212044.0
ladakh,2023,2,194103,193547,346481090.0
ladakh,2023,2,194102,145545,312416773.0
ladakh,2023,2,194107,141166,375256014.0
ladakh,2023,2,194105,119778,227000740.0
ladakh,2023,2,194404,117973,462087088.0
ladakh,2023,2,194703,78588,177729453.0
ladakh,2023,3,194101,908879,2150815665.0
ladakh,2023,3,194104,720967,1541031062.0
ladakh,2023,3,194201,470726,1134917693.0
ladakh,2023,3,194103,248999,394436756.0
ladakh,2023,3,194401,227190,628672860.0
ladakh,2023,3,194102,184279,354081402.0
ladakh,2023,3,194107,159838,391663255.0
ladakh,2023,3,194404,158748,545377562.0
ladakh,2023,3,194105,158180,290074740.0
ladakh,2023,3,194703,96372,199694752.0
ladakh,2023,4,194101,697881,1576192302.0
ladakh,2023,4,194104,684217,1442990109.0
ladakh,2023,4,194201,408985,953304619.0
ladakh,2023,4,194103,226921,363121642.0
ladakh,2023,4,194401,219685,577999482.0
ladakh,2023,4,194102,161735,292759113.0
ladakh,2023,4,194404,149735,493785553.0
ladakh,2023,4,194107,143219,338848022.0
ladakh,2023,4,194105,133393,222838800.0
ladakh,2023,4,194703,81719,161120283.0
lakshadweep,2021,1,682555,4769,15007370.90186011
lakshadweep,2021,1,682551,1612,4299900.7358574215
lakshadweep,2021,1,682557,794,1982132.2388505274
lakshadweep,2021,1,682552,722,1950843.71723767
lakshadweep,2021,1,682556,563,1751644.5539918537
lakshadweep,2021,1,682559,328,1260342.2866715111
lakshadweep,2021,1,682554,252,572604.5361795668
lakshadweep,2021,1,682558,45,217943.9434324862
lakshadweep,2021,2,682555,5888,15074376.910641793
lakshadweep,2021,2,682551,2178,5290891.702602914
lakshadweep,2021,2,682552,993,1639413.3254446147
lakshadweep,2021,2,682557,857,1730691.0638645538
lakshadweep,2021,2,682556,587,1363040.3984976518
lakshadweep,2021,2,682559,504,1291413.7783293196
lakshadweep,2021,2,682554,339,740231.7659224959
lakshadweep,2021,2,682558,38,253404.71264818683
lakshadweep,2021,3,682555,6738,20058639.523806334
lakshadweep,2021,3,682551,2598,7159689.520473195
lakshadweep,2021,3,682556,964,2001813.2168829022
lakshadweep,2021,3,682552,940,2135837.973711105
lakshadweep,2021,3,682557,771,3040393.8684833357
lakshadweep,2021,3,682559,721,2942217.371647348
lakshadweep,2021,3,682554,591,1354959.7152181882
lakshadweep,2021,3,682558,47,109612.50854573956
lakshadweep,2021,4,682555,7192,25481054.27885051
lakshadweep,2021,4,682551,3110,8944915.53969454
lakshadweep,2021,4,682557,1413,4646275.172694172
lakshadweep,2021,4,682552,1202,2942810.7048794837
lakshadweep,2021,4,682556,1099,3043732.1416717498
lakshadweep,2021,4,682559,758,3963899.7275848463
lakshadweep,2021,4,682554,606,1786457.5458005327
lakshadweep,2021,4,682558,90,189040.41720516625
lakshadweep,2022,1,682555,7323,25624455.05857206
lakshadweep,2022,1,682551,3633,11612445.902720941
lakshadweep,2022,1,682557,1982,6095982.206804961
lakshadweep,2022,1,682552,1081,2789410.291747512
lakshadweep,2022,1,682556,1080,2361737.0694429493
lakshadweep,2022,1,682554,608,2982499.3684055656
lakshadweep,2022,1,682559,563,2916745.539679209
lakshadweep,2022,1,682558,127,556157.2165568657
lakshadweep,2022,2,682555,7618,26188276.767873175
lakshadweep,2022,2,682551,3798,10849797.532309841
lakshadweep,2022,2,682557,2325,5538905.566183109
lakshadweep,2022,2,682552,1342,4070890.1452125553
lakshadweep,2022,2,682556,1021,3047138.1114224843
lakshadweep,2022,2,682559,660,3611799.004343281
lakshadweep,2022,2,682554,601,2138003.040549065
lakshadweep,2022,2,682558,204,484791.8220121748
lakshadweep,2022,3,682555,6356,20631453.646095395
lakshadweep,2022,3,682551,3121,9353831.698612958
lakshadweep,2022,3,682557,2438,5191563.257028759
lakshadweep,2022,3,682552,1043,4068085.2694256445
lakshadweep,2022,3,682559,979,4657640.807340271
lakshadweep,2022,3,682556,805,2362417.0095640523
lakshadweep,2022,3,682554,341,856246.7154523367
lakshadweep,2022,3,682558,158,458771.2139808475
lakshadweep,2022,4,682555,7140,23769820.494985007
lakshadweep,2022,4,682551,3739,10627138.983090231
lakshadweep,2022,4,682557,2929,6778902.537285896
lakshadweep,2022,4,682552,1068,3769891.263197658
lakshadweep,2022,4,682559,906,4474064.40593197
lakshadweep,2022,4,682556,855,3159192.409999077
lakshadweep,2022,4,682554,376,1734576.37765763
lakshadweep,2022,4,682558,134,500287.1427887819
lakshadweep,2023,1,682555,12662,35231915.0
lakshadweep,2023,1,682551,6651,17313423.0
lakshadweep,2023,1,682557,4437,10446449.0
lakshadweep,2023,1,682552,1716,4974949.0
lakshadweep,2023,1,682559,1603,7927465.0
lakshadweep,2023,1,682556,1447,3756866.0
lakshadweep,2023,1,682554,677,4814614.0
lakshadweep,2023,1,682558,327,856280.0
lakshadweep,2023,2,682555,14670,38648281.0
lakshadweep,2023,2,682551,7102,22243121.0
lakshadweep,2023,2,682557,6477,10935650.0
lakshadweep,2023,2,682552,2023,5002219.0
lakshadweep,2023,2,682559,1695,8653704.0
lakshadweep,2023,2,682556,1504,4488990.0
lakshadweep,2023,2,682554,1226,6780071.0
lakshadweep,2023,2,682558,221,1235402.0
lakshadweep,2023,3,682555,18181,38721262.0
lakshadweep,2023,3,682557,8487,11629079.0
lakshadweep,2023,3,682551,7859,17372148.0
lakshadweep,2023,3,682559,4016,11510005.0
lakshadweep,2023,3,682552,2478,6295602.0
lakshadweep,2023,3,682556,1702,4051299.0
lakshadweep,2023,3,682554,771,3707333.0
lakshadweep,2023,3,682558,263,1240333.0
lakshadweep,2023,4,682555,25279,50564924.0
lakshadweep,2023,4,682551,12029,21746888.0
lakshadweep,2023,4,682557,11458,15730968.0
lakshadweep,2023,4,682559,6128,12617685.0
lakshadweep,2023,4,682552,4213,8238160.0
lakshadweep,2023,4,682556,2755,6973786.0
lakshadweep,2023,4,682554,1194,2940839.0
lakshadweep,2023,4,682558,423,1018133.0
madhya-pradesh,2021,1,462008,45920869,76097617508.03973
madhya-pradesh,2021,1,452005,12368534,20333650796.901794
madhya-pradesh,2021,1,452010,3157169,3746274998.491168
madhya-pradesh,2021,1,452001,3031347,3622956355.0610266
madhya-pradesh,2021,1,482001,2626795,4524235375.162897
madhya-pradesh,2021,1,462001,2567784,4163932826.9056225
madhya-pradesh,2021,1,455001,2284442,3592982816.355874
madhya-pradesh,2021,1,452016,1784180,2566937156.63353
madhya-pradesh,2021,1,452020,1717447,2091704739.9569988
madhya-pradesh,2021,1,462022,1690582,1841285115.5522735
madhya-pradesh,2021,2,462008,57596018,101902493881.58667
madhya-pradesh,2021,2,452005,15823586,28475955866.25344
madhya-pradesh,2021,2,482001,2855889,5204968517.899942
madhya-pradesh,2021,2,462001,2370403,4281025788.0650344
madhya-pradesh,2021,2,455001,2302486,3993109709.3966684
madhya-pradesh,2021,2,452010,2206070,3293341962.5959606
madhya-pradesh,2021,2,452016,1499795,2613982955.748446
madhya-pradesh,2021,2,482002,1485190,3016062223.170359
madhya-pradesh,2021,2,474003,1462678,3035718857.693515
madhya-pradesh,2021,2,462022,1427896,1878688339.995509
madhya-pradesh,2021,3,462008,74987334,111259178579.96481
madhya-pradesh,2021,3,452005,22164070,34600062075.11777
madhya-pradesh,2021,3,452010,4126900,5116995913.025614
madhya-pradesh,2021,3,462001,4073176,6413114865.672185
madhya-pradesh,2021,3,482001,4031874,6533062681.252631
madhya-pradesh,2021,3,452001,3814262,4939628151.9133415
madhya-pradesh,2021,3,455001,3411019,5155527776.477329
madhya-pradesh,2021,3,452016,2531200,3787124072.2546887
madhya-pradesh,2021,3,482002,2368726,4169091721.011275
madhya-pradesh,2021,3,452020,2340962,2917120877.2309227
madhya-pradesh,2021,4,462008,97987017,145639258182.99155
madhya-pradesh,2021,4,452005,29248862,46290695147.06075
madhya-pradesh,2021,4,452010,5218813,6467043620.67884
madhya-pradesh,2021,4,452001,5218642,6458915106.776723
madhya-pradesh,2021,4,482001,5053220,8127214279.304961
madhya-pradesh,2021,4,462001,4713553,7350145336.897413
madhya-pradesh,2021,4,455001,4258695,6645714914.574454
madhya-pradesh,2021,4,452016,3186800,4819897276.049288
madhya-pradesh,2021,4,482002,3144266,5557372411.427554
madhya-pradesh,2021,4,452020,3140760,3797721234.7283487
madhya-pradesh,2022,1,462008,119378084,172143368941.89307
madhya-pradesh,2022,1,452005,31734667,48510760291.24387
madhya-pradesh,2022,1,452010,5959407,7263031626.194959
madhya-pradesh,2022,1,452001,5914289,7022464203.9865265
madhya-pradesh,2022,1,482001,5835918,9193584003.745905
madhya-pradesh,2022,1,462001,5434974,8295117043.417895
madhya-pradesh,2022,1,455001,4842367,7496773908.540472
madhya-pradesh,2022,1,452020,3814949,4530100209.355485
madhya-pradesh,2022,1,452016,3736352,5627028238.401191
madhya-pradesh,2022,1,482002,3535166,6311233940.343891
madhya-pradesh,2022,2,462008,137837715,198147341166.69937
madhya-pradesh,2022,2,452005,32975727,49649233331.68253
madhya-pradesh,2022,2,452010,7218657,8588780339.697897
madhya-pradesh,2022,2,452001,7076259,8193327848.437268
madhya-pradesh,2022,2,482001,7032988,10760742332.972424
madhya-pradesh,2022,2,462001,6697994,10032979289.040089
madhya-pradesh,2022,2,455001,5419403,8410015999.6397705
madhya-pradesh,2022,2,452016,4554580,6766903710.683275
madhya-pradesh,2022,2,452020,4540833,5308580645.850723
madhya-pradesh,2022,2,482002,4137398,7303848628.662529
madhya-pradesh,2022,3,480001,164538285,229267141662.06653
madhya-pradesh,2022,3,452005,77073821,101859170927.72552
madhya-pradesh,2022,3,462001,71155689,88368119988.3176
madhya-pradesh,2022,3,462008,45855523,61686718219.72676
madhya-pradesh,2022,3,452001,7471847,8380329351.691161
madhya-pradesh,2022,3,452010,7434496,8613771374.952038
madhya-pradesh,2022,3,482001,7298840,10084918117.362762
madhya-pradesh,2022,3,455001,5949409,8464115413.365906
madhya-pradesh,2022,3,452016,4729334,6525836937.885269
madhya-pradesh,2022,3,452020,4724444,5158456072.730925
madhya-pradesh,2022,4,480001,240053791,341860974379.64307
madhya-pradesh,2022,4,462001,97808901,128469913290.68195
madhya-pradesh,2022,4,452005,87303087,120221960106.04953
madhya-pradesh,2022,4,462008,47477990,64112954199.65948
madhya-pradesh,2022,4,452010,8385618,9603879189.200314
madhya-pradesh,2022,4,452001,8324463,9357366072.945831
madhya-pradesh,2022,4,484001,7999283,10647567573.56091
madhya-pradesh,2022,4,455001,6345033,9374516187.892769
madhya-pradesh,2022,4,482001,6308229,8847328414.794556
madhya-pradesh,2022,4,456006,5717266,8822242705.533184
madhya-pradesh,2023,1,452010,14391624,15680458030.0
madhya-pradesh,2023,1,452001,14094641,14822292290.0
madhya-pradesh,2023,1,455001,10566960,14874334816.0
madhya-pradesh,2023,1,452016,9754124,12833893570.0
madhya-pradesh,2023,1,452020,9635966,9858637706.0
madhya-pradesh,2023,1,462001,9437009,13241536953.0
madhya-pradesh,2023,1,482002,8155813,12886924293.0
madhya-pradesh,2023,1,480001,7298063,10150946108.0
madhya-pradesh,2023,1,456006,7137453,10581745693.0
madhya-pradesh,2023,1,452056,7100822,6850712272.0
madhya-pradesh,2023,2,452010,16775309,17599630935.0
madhya-pradesh,2023,2,452001,15444170,16225695598.0
madhya-pradesh,2023,2,455001,11754423,16267757379.0
madhya-pradesh,2023,2,452016,11289518,14592601524.0
madhya-pradesh,2023,2,452020,10607233,10763494980.0
madhya-pradesh,2023,2,462001,10472913,14299584232.0
madhya-pradesh,2023,2,482002,9291906,14120594466.0
madhya-pradesh,2023,2,480001,8338427,11524539430.0
madhya-pradesh,2023,2,456006,8186052,11792395966.0
madhya-pradesh,2023,2,452003,8015376,9036271011.0
madhya-pradesh,2023,3,452010,19298599,19212876500.0
madhya-pradesh,2023,3,452001,18110426,18120822548.0
madhya-pradesh,2023,3,455001,13609907,17194150308.0
madhya-pradesh,2023,3,452016,13066512,15588396714.0
madhya-pradesh,2023,3,452020,12363524,11658280655.0
madhya-pradesh,2023,3,462001,12129782,15064254894.0
madhya-pradesh,2023,3,482002,10537290,14547796501.0
madhya-pradesh,2023,3,456006,10120947,13008699982.0
madhya-pradesh,2023,3,480001,9391891,11580334615.0
madhya-pradesh,2023,3,452003,9306155,9905344606.0
madhya-pradesh,2023,4,452010,20950261,21104165411.0
madhya-pradesh,2023,4,452001,18888347,19491994648.0
madhya-pradesh,2023,4,455001,15536466,19816607018.0
madhya-pradesh,2023,4,452016,14482687,17416510489.0
madhya-pradesh,2023,4,462001,13730162,17507846046.0
madhya-pradesh,2023,4,452020,13352580,12880062654.0
madhya-pradesh,2023,4,482002,12043670,16960625428.0
madhya-pradesh,2023,4,456006,10776055,14378720845.0
madhya-pradesh,2023,4,480001,10282996,13225709614.0
madhya-pradesh,2023,4,452003,10232153,11022338708.0
maharashtra,2021,1,411004,99287169,142692099313.189
maharashtra,2021,1,400070,25090098,39416189451.46673
maharashtra,2021,1,444510,14752939,29459240170.90883
maharashtra,2021,1,410501,5597174,5283710135.059421
maharashtra,2021,1,411033,5167231,4454661003.7049465
maharashtra,2021,1,411014,5011718,4006389874.363821
maharashtra,2021,1,411057,4560933,3672139833.675662
maharashtra,2021,1,411041,3970507,3298137065.526967
maharashtra,2021,1,440012,3927031,7099760065.066556
maharashtra,2021,1,411046,3668053,3582816058.737564
maharashtra,2021,2,411004,120795663,186134320440.93646
maharashtra,2021,2,400070,27988960,44355645215.55112
maharashtra,2021,2,444510,25401557,51689666317.88881
maharashtra,2021,2,410501,5820240,5718928168.939413
maharashtra,2021,2,440012,4911423,9162320983.838173
maharashtra,2021,2,411033,4333078,4447067830.754314
maharashtra,2021,2,431001,4313072,7018036781.23728
maharashtra,2021,2,411014,3826381,3573102470.8404264
maharashtra,2021,2,412105,3522643,4155458263.9432354
maharashtra,2021,2,411057,3471054,3320265998.5346704
maharashtra,2021,3,411004,155523883,217400690972.0777
maharashtra,2021,3,444510,45378525,84950919432.04364
maharashtra,2021,3,400070,35253876,52493227092.60605
maharashtra,2021,3,410501,8483378,7512931034.073682
maharashtra,2021,3,431001,6658569,9795663070.657686
maharashtra,2021,3,411033,6391773,5955974410.850868
maharashtra,2021,3,411014,6153220,5254893792.249605
maharashtra,2021,3,411057,5518690,4869776610.609431
maharashtra,2021,3,440012,5494787,9251767919.822668
maharashtra,2021,3,412105,5234434,5620948987.57558
maharashtra,2021,4,411004,185423020,259406175394.85846
maharashtra,2021,4,444510,55162139,103212697006.96255
maharashtra,2021,4,400070,50340367,73187916008.75829
maharashtra,2021,4,410501,10198767,9264010974.618313
maharashtra,2021,4,431001,8557377,12404503527.716852
maharashtra,2021,4,411014,7890419,6868558294.36281
maharashtra,2021,4,411033,7862205,7410840168.559816
maharashtra,2021,4,411057,7136353,6247408883.821518
maharashtra,2021,4,431003,6407291,8067351256.978017
maharashtra,2021,4,412105,6367461,6993658658.829407
maharashtra,2022,1,411004,209101358,285005833904.6318
maharashtra,2022,1,444510,69862188,129741278088.80705
maharashtra,2022,1,400070,56011211,80794740859.51787
maharashtra,2022,1,410501,11640038,10636624234.637459
maharashtra,2022,1,431001,9825891,13805827491.422024
maharashtra,2022,1,411033,9348861,8590526583.137423
maharashtra,2022,1,411014,9059263,7848200047.69926
maharashtra,2022,1,411057,8561602,7472972778.678108
maharashtra,2022,1,412105,7459104,8159684878.294653
maharashtra,2022,1,421302,7450111,11482329394.52514
maharashtra,2022,2,411004,262731186,356436998068.0399
maharashtra,2022,2,444510,93575752,168031360482.0629
maharashtra,2022,2,400070,67786894,95416331928.65605
maharashtra,2022,2,410501,13236910,11874309798.75892
maharashtra,2022,2,411014,11697920,10026764352.969936
maharashtra,2022,2,411057,11622532,9909192948.653673
maharashtra,2022,2,431001,11357036,15940998114.996466
maharashtra,2022,2,411033,11248321,10137475801.06741
maharashtra,2022,2,411041,8733671,7423109581.111521
maharashtra,2022,2,412105,8602663,9347399710.593971
maharashtra,2022,3,411033,217102802,241609848561.36984
maharashtra,2022,3,400070,137051260,170363147506.6858
maharashtra,2022,3,400008,49814056,65788617891.76341
maharashtra,2022,3,411004,35565559,46889682733.19162
maharashtra,2022,3,440015,28518450,39580070888.688675
maharashtra,2022,3,422001,16584775,22892863075.667614
maharashtra,2022,3,410501,13708087,12394610913.096243
maharashtra,2022,3,411057,13233019,11257700083.431376
maharashtra,2022,3,444510,12876808,23786716614.652943
maharashtra,2022,3,411014,12461317,10734695463.204502
maharashtra,2022,4,411033,263248580,298971294541.89966
maharashtra,2022,4,400070,180508440,226320223720.06732
maharashtra,2022,4,400008,49240020,65927005243.35176
maharashtra,2022,4,440015,33001619,46646510285.455376
maharashtra,2022,4,422001,29230434,40043689994.83023
maharashtra,2022,4,410501,15124573,13739297710.183975
maharashtra,2022,4,411057,14986782,12424554392.873234
maharashtra,2022,4,411014,13692420,11881222962.18791
maharashtra,2022,4,421302,13270367,18356897590.78022
maharashtra,2022,4,431201,12674116,17443485580.872044
maharashtra,2023,1,411057,27438671,21723536786.0
maharashtra,2023,1,410501,25782962,22470285522.0
maharashtra,2023,1,411014,23623328,19438224053.0
maharashtra,2023,1,411033,21924992,18765003193.0
maharashtra,2023,1,421302,17573711,23079684609.0
maharashtra,2023,1,412105,16901938,17673043028.0
maharashtra,2023,1,411028,15706323,14847085738.0
maharashtra,2023,1,411041,15299496,12736609263.0
maharashtra,2023,1,411046,15186635,14410019252.0
maharashtra,2023,1,431003,15050418,17424324715.0
maharashtra,2023,2,411057,30991776,24785623038.0
maharashtra,2023,2,410501,29066230,24451732191.0
maharashtra,2023,2,411014,25859292,21392570247.0
maharashtra,2023,2,411033,23888848,20527805168.0
maharashtra,2023,2,421302,19309222,24700746766.0
maharashtra,2023,2,412105,18719763,19377447045.0
maharashtra,2023,2,411028,17388584,16343289591.0
maharashtra,2023,2,431003,16407926,19083832100.0
maharashtra,2023,2,411041,16397174,13821446631.0
maharashtra,2023,2,411046,16261485,15584348456.0
maharashtra,2023,3,411057,35730539,28470754620.0
maharashtra,2023,3,410501,33763815,27463544507.0
maharashtra,2023,3,411014,29034996,24003583495.0
maharashtra,2023,3,411033,26962555,23078806461.0
maharashtra,2023,3,421302,21944314,26413693345.0
maharashtra,2023,3,412105,21938224,22290488646.0
maharashtra,2023,3,411028,19787272,18162442730.0
maharashtra,2023,3,431003,18768631,20789385802.0
maharashtra,2023,3,412207,18538316,18324396614.0
maharashtra,2023,3,411046,17806726,17073318002.0
maharashtra,2023,4,410501,37823604,30451717116.0
maharashtra,2023,4,411057,36879360,29675996980.0
maharashtra,2023,4,411014,29612288,24771063767.0
maharashtra,2023,4,411033,28946239,24532282981.0
maharashtra,2023,4,421302,25390633,29710681629.0
maharashtra,2023,4,412105,24413287,24429709862.0
maharashtra,2023,4,411028,21033813,19521557861.0
maharashtra,2023,4,431003,20932199,23167754019.0
maharashtra,2023,4,412207,20141302,19461691183.0
maharashtra,2023,4,411046,19205261,18200603511.0
manipur,2021,1,795004,1557689,4521302248.497635
manipur,2021,1,795001,47326,162912662.9322396
manipur,2021,1,795002,39543,115764588.4730033
manipur,2021,1,795133,35007,128099048.48124702
manipur,2021,1,795138,34160,120845508.83923979
manipur,2021,1,795148,30444,95740714.71725169
manipur,2021,1,795107,29678,91689029.57496029
manipur,2021,1,795103,28626,88442534.4035099
manipur,2021,1,795128,28339,117955874.61714467
manipur,2021,1,795149,26145,92674945.95095426
manipur,2021,2,795004,2185030,5211049973.461837
manipur,2021,2,795001,46325,131734104.17665228
manipur,2021,2,795133,44948,144473238.27939054
manipur,2021,2,795138,42030,122133179.43891996
manipur,2021,2,795002,41066,111647241.34338762
manipur,2021,2,795128,38339,126121651.05222753
manipur,2021,2,795148,38043,110126803.80705282
manipur,2021,2,795103,35832,89128017.27387875
manipur,2021,2,795107,35141,106224479.64657478
manipur,2021,2,795149,28651,84575734.09783353
manipur,2021,3,795004,2823956,6823004582.206873
manipur,2021,3,795001,63235,207496231.94250196
manipur,2021,3,795133,53340,176697938.23382312
manipur,2021,3,795002,52916,166795951.33997193
manipur,2021,3,795138,51630,164039582.16495326
manipur,2021,3,795128,51217,179539018.97418427
manipur,2021,3,795148,47825,145269736.73353177
manipur,2021,3,795107,43620,131825035.77348277
manipur,2021,3,795103,42874,122545388.96263914
manipur,2021,3,795149,35644,122341897.59110552
manipur,2021,4,795004,3416235,8509771291.735897
manipur,2021,4,795001,80571,271500636.64166105
manipur,2021,4,795002,62748,205142971.6276666
manipur,2021,4,795133,60364,204797473.2713009
manipur,2021,4,795138,58879,187064825.8482265
manipur,2021,4,795128,54120,203958848.4487077
manipur,2021,4,795148,53342,150150678.49732533
manipur,2021,4,795107,49515,143644492.9049537
manipur,2021,4,795149,42501,148358606.67382938
manipur,2021,4,795103,41864,121139818.62556697
manipur,2022,1,795004,3869356,9537639096.801764
manipur,2022,1,795001,87098,289715782.8274056
manipur,2022,1,795002,69943,219152370.99107608
manipur,2022,1,795138,69278,217457160.92532128
manipur,2022,1,795148,67820,179456880.50273237
manipur,2022,1,795133,64420,222493009.00146547
manipur,2022,1,795128,58936,213716654.99928838
manipur,2022,1,795107,56033,164219914.71451503
manipur,2022,1,795149,50677,172077929.79922795
manipur,2022,1,795130,47315,138828052.68058753
manipur,2022,2,795004,4573299,10202669169.894806
manipur,2022,2,795001,103360,328026661.7391803
manipur,2022,2,795002,84068,250002708.08229852
manipur,2022,2,795148,80833,192486883.54512107
manipur,2022,2,795138,73873,222746775.51901352
manipur,2022,2,795133,68627,249690972.01648757
manipur,2022,2,795107,60583,167710615.43882588
manipur,2022,2,795130,56502,143292534.79744756
manipur,2022,2,795128,55970,193974478.11630017
manipur,2022,2,795149,50379,169332377.91341415
manipur,2022,3,795004,4302756,9730640425.077581
manipur,2022,3,795003,300051,680012369.5505146
manipur,2022,3,795001,159116,418419057.61361146
manipur,2022,3,795128,128345,335796943.4272088
manipur,2022,3,795103,115879,274869023.0314992
manipur,2022,3,795002,90949,263713677.7736685
manipur,2022,3,795148,86932,198139322.31495643
manipur,2022,3,795138,80059,227730675.68179005
manipur,2022,3,795133,68707,234564424.5141055
manipur,2022,3,795130,66313,154921111.1451959
manipur,2022,4,795004,4334975,9947583589.937637
manipur,2022,4,795103,206973,479899121.40219855
manipur,2022,4,795001,151452,395569197.44332534
manipur,2022,4,795138,127631,339597446.4884654
manipur,2022,4,795003,117634,289439627.9608227
manipur,2022,4,795002,106022,276026598.93112993
manipur,2022,4,795148,90628,222872265.42437696
manipur,2022,4,795129,77019,205922863.0067138
manipur,2022,4,795133,75053,243754919.0076188
manipur,2022,4,795130,68326,165211575.11124176
manipur,2023,1,795004,456363,1240769088.0
manipur,2023,1,795001,216068,533198852.0
manipur,2023,1,795002,184478,424538778.0
manipur,2023,1,795148,139469,341554432.0
manipur,2023,1,795133,129584,377823851.0
manipur,2023,1,795138,121384,330598046.0
manipur,2023,1,795130,115555,271637070.0
manipur,2023,1,795107,95337,219388903.0
manipur,2023,1,795132,91792,250420218.0
manipur,2023,1,795149,85573,241112692.0
manipur,2023,2,795004,224651,619969789.0
manipur,2023,2,795001,108635,258134076.0
manipur,2023,2,795002,93433,226003227.0
manipur,2023,2,795148,68329,177527055.0
manipur,2023,2,795138,60088,169010290.0
manipur,2023,2,795133,59148,178002651.0
manipur,2023,2,795130,56614,149763497.0
manipur,2023,2,795132,46117,131255670.0
manipur,2023,2,795116,44761,127950386.0
manipur,2023,2,795128,43524,139367008.0
manipur,2023,3,795004,148271,617891060.0
manipur,2023,3,795001,67657,265735835.0
manipur,2023,3,795002,48464,186760311.0
manipur,2023,3,795116,39700,139581289.0
manipur,2023,3,795138,35077,147156182.0
manipur,2023,3,795133,29407,134382455.0
manipur,2023,3,795148,25951,107467333.0
manipur,2023,3,795107,25007,120355686.0
manipur,2023,3,795005,24630,81747354.0
manipur,2023,3,795008,23792,85892147.0
manipur,2023,4,795004,317336,1029659784.0
manipur,2023,4,795001,164914,495870147.0
manipur,2023,4,795002,114817,342209107.0
manipur,2023,4,795133,92536,320284415.0
manipur,2023,4,795148,82951,224310342.0
manipur,2023,4,795138,79339,273698113.0
manipur,2023,4,795116,66209,182737605.0
manipur,2023,4,795010,62224,209556181.0
manipur,2023,4,795128,59783,207999456.0
manipur,2023,4,795130,58728,203800703.0
meghalaya,2021,1,793001,135187,386470990.4137241
meghalaya,2021,1,793101,47550,142699873.1320424
meghalaya,2021,1,793210,43747,105030977.51266736
meghalaya,2021,1,794105,31553,109155457.59247932
meghalaya,2021,1,794104,30637,76541640.32672727
meghalaya,2021,1,793002,29718,85654930.73375626
meghalaya,2021,1,794101,24109,67301542.41078459
meghalaya,2021,1,794001,23620,60607668.94902579
meghalaya,2021,1,793011,22762,57330709.17315665
meghalaya,2021,1,793102,19946,46084786.68011867
meghalaya,2021,2,793001,165598,426313703.5332465
meghalaya,2021,2,793210,57026,115283268.97675651
meghalaya,2021,2,793101,48528,131101653.86562778
meghalaya,2021,2,794104,48384,107138411.28592521
meghalaya,2021,2,794105,43088,137176096.52537653
meghalaya,2021,2,793002,34320,92640341.41461834
meghalaya,2021,2,794001,27790,64440313.686985776
