State,Year,Quarter,Pincode,Registered_users
chhattisgarh,2021,3,490023,81694
chhattisgarh,2021,3,495450,70959
chhattisgarh,2021,3,494001,70221
chhattisgarh,2021,4,492001,234198
chhattisgarh,2021,4,495001,187901
chhattisgarh,2021,4,497001,135215
chhattisgarh,2021,4,491001,113772
chhattisgarh,2021,4,491441,101670
chhattisgarh,2021,4,496005,93194
chhattisgarh,2021,4,492009,87424
chhattisgarh,2021,4,490023,86886
chhattisgarh,2021,4,495450,75706
chhattisgarh,2021,4,494001,74989
chhattisgarh,2022,1,492001,247599
chhattisgarh,2022,1,495001,198702
chhattisgarh,2022,1,497001,143644
chhattisgarh,2022,1,491001,120368
chhattisgarh,2022,1,491441,107760
chhattisgarh,2022,1,496005,98838
chhattisgarh,2022,1,492009,92386
chhattisgarh,2022,1,490023,91792
chhattisgarh,2022,1,495450,80200
chhattisgarh,2022,1,494001,79440
chhattisgarh,2022,2,492001,260351
chhattisgarh,2022,2,495001,209069
chhattisgarh,2022,2,497001,151503
chhattisgarh,2022,2,491001,126583
chhattisgarh,2022,2,491441,113505
chhattisgarh,2022,2,496005,104122
chhattisgarh,2022,2,492009,97149
chhattisgarh,2022,2,490023,96605
chhattisgarh,2022,2,495450,84459
chhattisgarh,2022,2,494001,83653
chhattisgarh,2022,3,492001,273586
chhattisgarh,2022,3,495001,219881
chhattisgarh,2022,3,497001,159641
chhattisgarh,2022,3,491001,133077
chhattisgarh,2022,3,491441,119363
chhattisgarh,2022,3,496005,109817
chhattisgarh,2022,3,492009,102118
chhattisgarh,2022,3,490023,101541
chhattisgarh,2022,3,495450,88925
chhattisgarh,2022,3,494001,88104
chhattisgarh,2022,4,492001,286884
chhattisgarh,2022,4,495001,230659
chhattisgarh,2022,4,497001,167148
chhattisgarh,2022,4,491001,139295
chhattisgarh,2022,4,491441,124619
chhattisgarh,2022,4,496005,115217
chhattisgarh,2022,4,492009,107033
chhattisgarh,2022,4,490023,106532
chhattisgarh,2022,4,495450,93326
chhattisgarh,2022,4,494001,92244
chhattisgarh,2023,1,492001,299741
chhattisgarh,2023,1,495001,241101
chhattisgarh,2023,1,497001,175004
chhattisgarh,2023,1,491001,145556
chhattisgarh,2023,1,491441,130250
chhattisgarh,2023,1,496005,120618
chhattisgarh,2023,1,492009,111857
chhattisgarh,2023,1,490023,111318
chhattisgarh,2023,1,495450,97597
chhattisgarh,2023,1,494001,96517
chhattisgarh,2023,2,492001,310425
chhattisgarh,2023,2,495001,249785
chhattisgarh,2023,2,497001,182451
chhattisgarh,2023,2,491001,151138
chhattisgarh,2023,2,491441,135501
chhattisgarh,2023,2,496005,125306
chhattisgarh,2023,2,492009,115855
chhattisgarh,2023,2,490023,115541
chhattisgarh,2023,2,495450,101392
chhattisgarh,2023,2,494001,100315
chhattisgarh,2023,3,492001,322356
chhattisgarh,2023,3,495001,259634
chhattisgarh,2023,3,497001,189873
chhattisgarh,2023,3,491001,157089
chhattisgarh,2023,3,491441,140800
chhattisgarh,2023,3,496005,130435
chhattisgarh,2023,3,492009,120315
chhattisgarh,2023,3,490023,119960
chhattisgarh,2023,3,495450,105476
chhattisgarh,2023,3,494001,104414
chhattisgarh,2023,4,492001,332868
chhattisgarh,2023,4,495001,268341
chhattisgarh,2023,4,497001,196463
chhattisgarh,2023,4,491001,162406
chhattisgarh,2023,4,491441,145795
chhattisgarh,2023,4,496005,134929
chhattisgarh,2023,4,492009,124316
chhattisgarh,2023,4,490023,124113
chhattisgarh,2023,4,495450,109138
chhattisgarh,2023,4,494001,107925
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,157679
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,74340
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,42510
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,34583
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,5885
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,3337
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,1890
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,878
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,294
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,169433
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,79673
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,45646
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,37083
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,6307
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,3577
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,2027
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,939
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,309
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,182708
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,85704
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,49261
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,40023
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,6787
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,3850
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,2189
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,1011
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,341
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,196135
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,91807
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,52915
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,42975
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,7231
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,4107
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,2349
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,1084
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,360
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,208830
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,97488
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,56396
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,45747
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,7714
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,4360
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,2504
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,1145
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,386
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,220980
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,103014
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,59641
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,48364
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,8149
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362571,4611
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362540,2642
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,1206
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362570,409
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396230,233674
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396210,108872
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396215,63078
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396235,51249
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362520,8564
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362571,4883
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362540,2790
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396220,1269
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362570,428
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396230,246264
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396210,114561
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396215,66595
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396235,53953
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362520,8942
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362571,5114
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362540,2925
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396220,1325
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362570,446
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396230,258320
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396210,120136
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396215,69913
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396235,56631
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362520,9335
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362571,5384
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362540,3057
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396220,1383
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362570,458
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396230,269152
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396210,124984
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396215,72836
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396235,58973
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362520,9700
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362571,5612
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362540,3177
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396220,1447
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362570,483
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396230,280334
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396210,130050
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396215,75883
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396235,61512
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362520,10090
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362571,5845
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362540,3309
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,396220,1504
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,362570,508
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396230,291092
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396210,134878
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396215,78882
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396235,63852
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362520,10454
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362571,6077
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362540,3436
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,396220,1559
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,362570,530
delhi,2021,1,110059,454201
delhi,2021,1,110092,359376
delhi,2021,1,110086,310419
delhi,2021,1,110044,278606
delhi,2021,1,110041,272303
delhi,2021,1,110085,257921
delhi,2021,1,110094,248570
delhi,2021,1,110053,245562
delhi,2021,1,110096,245046
delhi,2021,1,110042,237271
delhi,2021,2,110059,485328
delhi,2021,2,110092,383095
delhi,2021,2,110086,332618
delhi,2021,2,110044,297678
delhi,2021,2,110041,291909
delhi,2021,2,110085,275085
delhi,2021,2,110094,266143
delhi,2021,2,110053,262977
delhi,2021,2,110096,261791
delhi,2021,2,110042,254105
delhi,2021,3,110059,520096
delhi,2021,3,110092,409520
delhi,2021,3,110086,357590
delhi,2021,3,110044,319096
delhi,2021,3,110041,314015
delhi,2021,3,110085,293937
delhi,2021,3,110094,285714
delhi,2021,3,110053,282380
delhi,2021,3,110096,280334
delhi,2021,3,110042,273110
delhi,2021,4,110059,555449
delhi,2021,4,110092,436075
delhi,2021,4,110086,382858
delhi,2021,4,110044,340833
delhi,2021,4,110041,336405
delhi,2021,4,110085,312819
delhi,2021,4,110094,305422
delhi,2021,4,110053,301988
delhi,2021,4,110096,299233
delhi,2021,4,110042,292597
delhi,2022,1,110059,588266
delhi,2022,1,110092,460951
delhi,2022,1,110086,406863
delhi,2022,1,110044,361314
delhi,2022,1,110041,357509
delhi,2022,1,110085,330413
delhi,2022,1,110094,324145
delhi,2022,1,110053,320362
delhi,2022,1,110096,316906
delhi,2022,1,110042,310672
delhi,2022,2,110059,619737
delhi,2022,2,110092,484816
delhi,2022,2,110086,429566
delhi,2022,2,110044,381041
delhi,2022,2,110041,377721
delhi,2022,2,110085,347243
delhi,2022,2,110094,341936
delhi,2022,2,110053,337770
delhi,2022,2,110096,333973
delhi,2022,2,110042,328052
delhi,2022,3,110059,652328
delhi,2022,3,110092,509260
delhi,2022,3,110086,453393
delhi,2022,3,110044,401386
delhi,2022,3,110041,398712
delhi,2022,3,110085,364644
delhi,2022,3,110094,360554
delhi,2022,3,110053,356138
delhi,2022,3,110096,351480
delhi,2022,3,110042,346285
delhi,2022,4,110059,685596
delhi,2022,4,110092,534009
delhi,2022,4,110086,477514
delhi,2022,4,110044,422192
delhi,2022,4,110041,419823
delhi,2022,4,110085,382113
delhi,2022,4,110094,379346
delhi,2022,4,110053,374689
delhi,2022,4,110096,369272
delhi,2022,4,110042,364573
delhi,2023,1,110059,716856
delhi,2023,1,110092,557488
delhi,2023,1,110086,500213
delhi,2023,1,110044,441996
delhi,2023,1,110041,439789
delhi,2023,1,110085,398902
delhi,2023,1,110094,397220
delhi,2023,1,110053,392197
delhi,2023,1,110096,386108
delhi,2023,1,110042,381910
delhi,2023,2,110059,744061
delhi,2023,2,110092,577301
delhi,2023,2,110086,520976
delhi,2023,2,110044,459541
delhi,2023,2,110041,457756
delhi,2023,2,110094,413225
delhi,2023,2,110085,413127
delhi,2023,2,110053,407624
delhi,2023,2,110096,400907
delhi,2023,2,110042,397341
delhi,2023,3,110059,772107
delhi,2023,3,110092,598195
delhi,2023,3,110086,540985
delhi,2023,3,110044,477143
delhi,2023,3,110041,475553
delhi,2023,3,110094,429279
delhi,2023,3,110085,428343
delhi,2023,3,110053,423667
delhi,2023,3,110096,415834
delhi,2023,3,110042,413005
delhi,2023,4,110059,798856
delhi,2023,4,110092,617934
delhi,2023,4,110086,561319
delhi,2023,4,110044,494483
delhi,2023,4,110041,493201
delhi,2023,4,110094,444837
delhi,2023,4,110085,442488
delhi,2023,4,110053,438988
delhi,2023,4,110096,430061
delhi,2023,4,110042,428202
goa,2021,1,403601,32812
goa,2021,1,403001,31639
goa,2021,1,403516,31109
goa,2021,1,403401,29759
goa,2021,1,403507,24789
goa,2021,1,403802,23590
goa,2021,1,403722,23019
goa,2021,1,403521,17278
goa,2021,1,403512,15009
goa,2021,1,403515,13117
goa,2021,2,403601,35016
goa,2021,2,403001,33753
goa,2021,2,403516,33166
goa,2021,2,403401,31770
goa,2021,2,403507,26546
goa,2021,2,403802,25160
goa,2021,2,403722,24578
goa,2021,2,403521,18403
goa,2021,2,403512,16035
goa,2021,2,403515,13992
goa,2021,3,403601,37507
goa,2021,3,403001,36113
goa,2021,3,403516,35395
goa,2021,3,403401,34083
goa,2021,3,403507,28444
goa,2021,3,403802,26955
goa,2021,3,403722,26342
goa,2021,3,403521,19690
goa,2021,3,403512,17249
goa,2021,3,403515,14917
goa,2021,4,403601,39985
goa,2021,4,403001,38489
goa,2021,4,403516,37615
goa,2021,4,403401,36388
goa,2021,4,403507,30339
goa,2021,4,403802,28748
goa,2021,4,403722,28215
goa,2021,4,403521,20963
goa,2021,4,403512,18476
goa,2021,4,403515,15851
goa,2022,1,403601,42284
goa,2022,1,403001,40658
goa,2022,1,403516,39737
goa,2022,1,403401,38530
goa,2022,1,403507,32152
goa,2022,1,403802,30460
goa,2022,1,403722,29946
goa,2022,1,403521,22153
goa,2022,1,403512,19621
goa,2022,1,403515,16746
goa,2022,2,403601,44524
goa,2022,2,403001,42745
goa,2022,2,403516,41711
goa,2022,2,403401,40592
goa,2022,2,403507,33849
goa,2022,2,403802,32057
goa,2022,2,403722,31588
goa,2022,2,403521,23291
goa,2022,2,403512,20688
goa,2022,2,403515,17575
goa,2022,3,403601,46781
goa,2022,3,403001,44871
goa,2022,3,403516,43715
goa,2022,3,403401,42722
goa,2022,3,403507,35584
goa,2022,3,403802,33724
goa,2022,3,403722,33341
goa,2022,3,403521,24473
goa,2022,3,403512,21788
goa,2022,3,403515,18401
goa,2022,4,403601,49007
goa,2022,4,403001,46997
goa,2022,4,403516,45745
goa,2022,4,403401,44729
goa,2022,4,403507,37261
goa,2022,4,403802,35405
goa,2022,4,403722,35057
goa,2022,4,403521,25628
goa,2022,4,403512,22733
goa,2022,4,403515,19246
goa,2023,1,403601,51090
goa,2023,1,403001,49009
goa,2023,1,403516,47604
goa,2023,1,403401,46716
goa,2023,1,403507,38878
goa,2023,1,403802,36991
goa,2023,1,403722,36725
goa,2023,1,403521,26694
goa,2023,1,403512,23734
goa,2023,1,403515,20070
goa,2023,2,403601,52926
goa,2023,2,403001,50691
goa,2023,2,403516,49202
goa,2023,2,403401,48492
goa,2023,2,403507,40331
goa,2023,2,403802,38360
goa,2023,2,403722,38166
goa,2023,2,403521,27648
goa,2023,2,403512,24698
goa,2023,2,403515,20746
goa,2023,3,403601,54900
goa,2023,3,403001,52510
goa,2023,3,403516,51006
goa,2023,3,403401,50416
goa,2023,3,403507,41891
goa,2023,3,403802,39799
goa,2023,3,403722,39670
goa,2023,3,403521,28680
goa,2023,3,403512,25682
goa,2023,3,403515,21511
goa,2023,4,403601,56885
goa,2023,4,403001,54280
goa,2023,4,403516,52605
goa,2023,4,403401,52198
goa,2023,4,403507,43282
goa,2023,4,403802,41222
goa,2023,4,403722,41184
goa,2023,4,403521,29665
goa,2023,4,403512,26680
goa,2023,4,403515,22181
gujarat,2021,1,395006,297048
gujarat,2021,1,395010,201470
gujarat,2021,1,394210,200058
gujarat,2021,1,395004,147473
gujarat,2021,1,395003,145856
gujarat,2021,1,382350,142849
gujarat,2021,1,396191,130996
gujarat,2021,1,382415,121750
gujarat,2021,1,382345,113956
gujarat,2021,1,385535,110989
gujarat,2021,2,395006,317597
gujarat,2021,2,395010,215717
gujarat,2021,2,394210,214776
gujarat,2021,2,395004,157608
gujarat,2021,2,395003,156006
gujarat,2021,2,382350,152795
gujarat,2021,2,396191,140329
gujarat,2021,2,382415,130437
gujarat,2021,2,382345,121975
gujarat,2021,2,385535,119329
gujarat,2021,3,395006,340436
gujarat,2021,3,395010,231725
gujarat,2021,3,394210,231353
gujarat,2021,3,395004,168968
gujarat,2021,3,395003,167307
gujarat,2021,3,382350,163762
gujarat,2021,3,396191,150868
gujarat,2021,3,382415,140098
gujarat,2021,3,382345,130967
gujarat,2021,3,385535,128886
gujarat,2021,4,395006,363595
gujarat,2021,4,394210,247983
gujarat,2021,4,395010,247597
gujarat,2021,4,395004,180294
gujarat,2021,4,395003,178606
gujarat,2021,4,382350,174821
gujarat,2021,4,396191,161460
gujarat,2021,4,382415,149751
gujarat,2021,4,382345,139819
gujarat,2021,4,385535,138286
gujarat,2022,1,395006,385040
gujarat,2022,1,394210,263596
gujarat,2022,1,395010,262287
gujarat,2022,1,395004,190769
gujarat,2022,1,395003,189101
gujarat,2022,1,382350,185001
gujarat,2022,1,396191,171443
gujarat,2022,1,382415,158818
gujarat,2022,1,382345,148068
gujarat,2022,1,385535,147477
gujarat,2022,2,395006,405477
gujarat,2022,2,394210,278453
gujarat,2022,2,395010,276339
gujarat,2022,2,395004,200828
gujarat,2022,2,395003,199079
gujarat,2022,2,382350,194725
gujarat,2022,2,396191,180851
gujarat,2022,2,382415,167419
gujarat,2022,2,385535,156144
gujarat,2022,2,382345,155908
gujarat,2022,3,395006,426968
gujarat,2022,3,394210,294155
gujarat,2022,3,395010,290935
gujarat,2022,3,395004,211361
gujarat,2022,3,395003,209495
gujarat,2022,3,382350,204832
gujarat,2022,3,396191,190805
gujarat,2022,3,382415,176390
gujarat,2022,3,385535,164910
gujarat,2022,3,382345,164109
gujarat,2022,4,395006,448463
gujarat,2022,4,394210,309875
gujarat,2022,4,395010,305674
gujarat,2022,4,395004,221859
gujarat,2022,4,395003,219947
gujarat,2022,4,382350,214911
gujarat,2022,4,396191,200547
gujarat,2022,4,382415,185450
gujarat,2022,4,385535,173196
gujarat,2022,4,382345,172424
gujarat,2023,1,395006,468935
gujarat,2023,1,394210,324796
gujarat,2023,1,395010,319666
gujarat,2023,1,395004,231760
gujarat,2023,1,395003,229820
gujarat,2023,1,382350,224592
gujarat,2023,1,396191,209998
gujarat,2023,1,382415,193969
gujarat,2023,1,385535,181611
gujarat,2023,1,382345,180196
gujarat,2023,2,395006,487460
gujarat,2023,2,394210,338493
gujarat,2023,2,395010,332086
gujarat,2023,2,395004,240529
gujarat,2023,2,395003,238544
gujarat,2023,2,382350,232887
gujarat,2023,2,396191,218210
gujarat,2023,2,382415,201581
gujarat,2023,2,385535,189519
gujarat,2023,2,382345,187051
gujarat,2023,3,395006,506393
gujarat,2023,3,394210,352544
gujarat,2023,3,395010,344989
gujarat,2023,3,395004,249980
gujarat,2023,3,395003,247906
gujarat,2023,3,382350,241927
gujarat,2023,3,396191,226937
gujarat,2023,3,382415,209511
gujarat,2023,3,385535,197500
gujarat,2023,3,382345,194466
gujarat,2023,4,395006,524949
gujarat,2023,4,394210,366153
gujarat,2023,4,395010,357734
gujarat,2023,4,395004,259097
gujarat,2023,4,395003,256903
gujarat,2023,4,382350,250285
gujarat,2023,4,396191,235193
gujarat,2023,4,382415,216982
gujarat,2023,4,385535,204941
gujarat,2023,4,382345,201290
haryana,2021,1,122001,361360
haryana,2021,1,121004,306230
haryana,2021,1,121003,247955
haryana,2021,1,121001,237542
haryana,2021,1,122006,198022
haryana,2021,1,122002,189395
haryana,2021,1,121102,182342
haryana,2021,1,124001,173733
haryana,2021,1,123401,172665
haryana,2021,1,122004,162301
haryana,2021,2,122001,385555
haryana,2021,2,121004,328000
haryana,2021,2,121003,264861
haryana,2021,2,121001,254045
haryana,2021,2,122006,211281
haryana,2021,2,122002,201795
haryana,2021,2,121102,195621
haryana,2021,2,124001,186059
haryana,2021,2,123401,184718
haryana,2021,2,122004,173740
haryana,2021,3,122001,412737
haryana,2021,3,121004,352312
haryana,2021,3,121003,284042
haryana,2021,3,121001,272333
haryana,2021,3,122006,226097
haryana,2021,3,122002,215608
haryana,2021,3,121102,210637
haryana,2021,3,124001,199561
haryana,2021,3,123401,198439
haryana,2021,3,122004,186579
haryana,2021,4,122001,440178
haryana,2021,4,121004,376910
haryana,2021,4,121003,303566
haryana,2021,4,121001,290827
haryana,2021,4,122006,241050
haryana,2021,4,122002,229524
haryana,2021,4,121102,225645
haryana,2021,4,124001,213051
haryana,2021,4,123401,212046
haryana,2021,4,122004,199804
haryana,2022,1,122001,465984
haryana,2022,1,121004,400283
haryana,2022,1,121003,321859
haryana,2022,1,121001,308144
haryana,2022,1,122006,255061
haryana,2022,1,122002,242575
haryana,2022,1,121102,239809
haryana,2022,1,124001,225735
haryana,2022,1,123401,225100
haryana,2022,1,122004,212387
haryana,2022,2,122001,490709
haryana,2022,2,121004,422488
haryana,2022,2,121003,339295
haryana,2022,2,121001,324650
haryana,2022,2,122006,268387
haryana,2022,2,122002,255084
haryana,2022,2,121102,253094
haryana,2022,2,124001,237736
haryana,2022,2,123401,237454
haryana,2022,2,122004,224546
haryana,2022,3,122001,516313
haryana,2022,3,121004,445822
haryana,2022,3,121003,357581
haryana,2022,3,121001,341866
haryana,2022,3,122006,282229
haryana,2022,3,122002,267850
haryana,2022,3,121102,266955
haryana,2022,3,123401,250221
haryana,2022,3,124001,250178
haryana,2022,3,122004,237160
haryana,2022,4,122001,542209
haryana,2022,4,121004,468607
haryana,2022,4,121003,376201
haryana,2022,4,121001,358891
haryana,2022,4,122006,296184
haryana,2022,4,122002,280688
haryana,2022,4,121102,279801
haryana,2022,4,124001,262578
haryana,2022,4,123401,262455
haryana,2022,4,122004,249924
haryana,2023,1,122001,566889
haryana,2023,1,121004,490243
haryana,2023,1,121003,393759
haryana,2023,1,121001,374984
haryana,2023,1,122006,309366
haryana,2023,1,122002,292936
haryana,2023,1,121102,292301
haryana,2023,1,123401,274345
haryana,2023,1,124001,274341
haryana,2023,1,122004,262041
haryana,2023,2,122001,587988
haryana,2023,2,121004,509776
haryana,2023,2,121003,409084
haryana,2023,2,121001,389395
haryana,2023,2,122006,320750
haryana,2023,2,121102,304262
haryana,2023,2,122002,303350
haryana,2023,2,123401,285072
haryana,2023,2,124001,284505
haryana,2023,2,122004,272545
haryana,2023,3,122001,609934
haryana,2023,3,121004,529674
haryana,2023,3,121003,424936
haryana,2023,3,121001,404005
haryana,2023,3,122006,332314
haryana,2023,3,121102,316110
haryana,2023,3,122002,314298
haryana,2023,3,123401,296212
haryana,2023,3,124001,295520
haryana,2023,3,122004,283114
haryana,2023,4,122001,630836
haryana,2023,4,121004,549020
haryana,2023,4,121003,440208
haryana,2023,4,121001,417622
haryana,2023,4,122006,343512
haryana,2023,4,121102,327330
haryana,2023,4,122002,324376
haryana,2023,4,123401,306718
haryana,2023,4,124001,305169
haryana,2023,4,122004,293464
himachal-pradesh,2021,1,173205,120028
himachal-pradesh,2021,1,174101,63010
himachal-pradesh,2021,1,173025,39145
himachal-pradesh,2021,1,173212,28099
himachal-pradesh,2021,1,175131,26308
himachal-pradesh,2021,1,171001,24282
himachal-pradesh,2021,1,175001,21401
himachal-pradesh,2021,1,176001,19889
himachal-pradesh,2021,1,176310,19502
himachal-pradesh,2021,1,174303,19161
himachal-pradesh,2021,2,173205,128445
himachal-pradesh,2021,2,174101,67535
himachal-pradesh,2021,2,173025,41910
himachal-pradesh,2021,2,173212,30003
himachal-pradesh,2021,2,175131,28068
himachal-pradesh,2021,2,171001,25888
himachal-pradesh,2021,2,175001,22836
himachal-pradesh,2021,2,176001,21257
himachal-pradesh,2021,2,176310,20908
himachal-pradesh,2021,2,174303,20508
himachal-pradesh,2021,3,173205,138260
himachal-pradesh,2021,3,174101,72710
himachal-pradesh,2021,3,173025,45026
himachal-pradesh,2021,3,173212,32132
himachal-pradesh,2021,3,175131,30015
himachal-pradesh,2021,3,171001,27667
himachal-pradesh,2021,3,175001,24453
himachal-pradesh,2021,3,176001,22876
himachal-pradesh,2021,3,176310,22418
himachal-pradesh,2021,3,174303,22067
himachal-pradesh,2021,4,173205,148059
himachal-pradesh,2021,4,174101,77954
himachal-pradesh,2021,4,173025,48141
himachal-pradesh,2021,4,173212,34260
himachal-pradesh,2021,4,175131,31988
himachal-pradesh,2021,4,171001,29456
himachal-pradesh,2021,4,175001,26040
himachal-pradesh,2021,4,176001,24421
himachal-pradesh,2021,4,176310,23938
himachal-pradesh,2021,4,174303,23494
himachal-pradesh,2022,1,173205,157444
himachal-pradesh,2022,1,174101,83008
himachal-pradesh,2022,1,173025,51122
himachal-pradesh,2022,1,173212,36295
himachal-pradesh,2022,1,175131,33781
himachal-pradesh,2022,1,171001,31090
himachal-pradesh,2022,1,175001,27584
himachal-pradesh,2022,1,176001,25946
himachal-pradesh,2022,1,176310,25418
himachal-pradesh,2022,1,174303,24940
himachal-pradesh,2022,2,173205,166449
himachal-pradesh,2022,2,174101,87920
himachal-pradesh,2022,2,173025,54009
himachal-pradesh,2022,2,173212,38203
himachal-pradesh,2022,2,175131,35511
himachal-pradesh,2022,2,171001,32684
himachal-pradesh,2022,2,175001,29069
himachal-pradesh,2022,2,176001,27332
himachal-pradesh,2022,2,176310,26787
himachal-pradesh,2022,2,174303,26283
himachal-pradesh,2022,3,173205,175904
himachal-pradesh,2022,3,174101,92820
