State,Year,Quarter,District,Registered_users
jharkhand,2022,2,palamu,353653
jharkhand,2022,2,ramgarh,301481
jharkhand,2022,2,saraikela kharsawan,247346
jharkhand,2022,3,ranchi,1240013
jharkhand,2022,3,dhanbad,961257
jharkhand,2022,3,east singhbhum,808077
jharkhand,2022,3,bokaro,697249
jharkhand,2022,3,hazaribagh,542145
jharkhand,2022,3,giridih,434250
jharkhand,2022,3,deoghar,420404
jharkhand,2022,3,palamu,374369
jharkhand,2022,3,ramgarh,318524
jharkhand,2022,3,saraikela kharsawan,260605
jharkhand,2022,4,ranchi,1301412
jharkhand,2022,4,dhanbad,1009397
jharkhand,2022,4,east singhbhum,847360
jharkhand,2022,4,bokaro,731714
jharkhand,2022,4,hazaribagh,569551
jharkhand,2022,4,giridih,454873
jharkhand,2022,4,deoghar,441349
jharkhand,2022,4,palamu,393187
jharkhand,2022,4,ramgarh,334310
jharkhand,2022,4,saraikela kharsawan,272780
jharkhand,2023,1,ranchi,1361772
jharkhand,2023,1,dhanbad,1056568
jharkhand,2023,1,east singhbhum,886341
jharkhand,2023,1,bokaro,766067
jharkhand,2023,1,hazaribagh,596924
jharkhand,2023,1,giridih,477295
jharkhand,2023,1,deoghar,463198
jharkhand,2023,1,palamu,412757
jharkhand,2023,1,ramgarh,350515
jharkhand,2023,1,saraikela kharsawan,285388
jharkhand,2023,2,ranchi,1415752
jharkhand,2023,2,dhanbad,1099543
jharkhand,2023,2,east singhbhum,921184
jharkhand,2023,2,bokaro,797723
jharkhand,2023,2,hazaribagh,622872
jharkhand,2023,2,giridih,499487
jharkhand,2023,2,deoghar,483926
jharkhand,2023,2,palamu,431928
jharkhand,2023,2,ramgarh,365384
jharkhand,2023,2,saraikela kharsawan,297520
jharkhand,2023,3,ranchi,1472886
jharkhand,2023,3,dhanbad,1145055
jharkhand,2023,3,east singhbhum,958456
jharkhand,2023,3,bokaro,830731
jharkhand,2023,3,hazaribagh,649586
jharkhand,2023,3,giridih,520993
jharkhand,2023,3,deoghar,504651
jharkhand,2023,3,palamu,450874
jharkhand,2023,3,ramgarh,380913
jharkhand,2023,3,saraikela kharsawan,310059
jharkhand,2023,4,ranchi,1524444
jharkhand,2023,4,dhanbad,1186497
jharkhand,2023,4,east singhbhum,992524
jharkhand,2023,4,bokaro,861553
jharkhand,2023,4,hazaribagh,673853
jharkhand,2023,4,giridih,540555
jharkhand,2023,4,deoghar,523947
jharkhand,2023,4,palamu,468199
jharkhand,2023,4,ramgarh,395054
jharkhand,2023,4,saraikela kharsawan,321437
karnataka,2021,1,bengaluru urban,9955387
karnataka,2021,1,belagavi,1132987
karnataka,2021,1,mysuru,1094627
karnataka,2021,1,dakshina kannada,746964
karnataka,2021,1,tumakuru,736609
karnataka,2021,1,dharwad,714056
karnataka,2021,1,ballari,705364
karnataka,2021,1,bengaluru rural,639890
karnataka,2021,1,kalaburagi,602937
karnataka,2021,1,vijayapura,543181
karnataka,2021,2,bengaluru urban,10604609
karnataka,2021,2,belagavi,1213293
karnataka,2021,2,mysuru,1168608
karnataka,2021,2,dakshina kannada,798331
karnataka,2021,2,tumakuru,790148
karnataka,2021,2,dharwad,763441
karnataka,2021,2,ballari,755860
karnataka,2021,2,bengaluru rural,684759
karnataka,2021,2,kalaburagi,645639
karnataka,2021,2,vijayapura,582278
karnataka,2021,3,bengaluru urban,11321012
karnataka,2021,3,belagavi,1304051
karnataka,2021,3,mysuru,1250860
karnataka,2021,3,dakshina kannada,855634
karnataka,2021,3,tumakuru,850678
karnataka,2021,3,dharwad,818797
karnataka,2021,3,ballari,814170
karnataka,2021,3,bengaluru rural,735551
karnataka,2021,3,kalaburagi,694567
karnataka,2021,3,vijayapura,627795
karnataka,2021,4,bengaluru urban,12038775
karnataka,2021,4,belagavi,1393290
karnataka,2021,4,mysuru,1332579
karnataka,2021,4,dakshina kannada,912133
karnataka,2021,4,tumakuru,909976
karnataka,2021,4,dharwad,873847
karnataka,2021,4,ballari,871581
karnataka,2021,4,bengaluru rural,785717
karnataka,2021,4,kalaburagi,743146
karnataka,2021,4,vijayapura,672340
karnataka,2022,1,bengaluru urban,12707664
karnataka,2022,1,belagavi,1477767
karnataka,2022,1,mysuru,1410095
karnataka,2022,1,tumakuru,966743
karnataka,2022,1,dakshina kannada,965225
karnataka,2022,1,ballari,926458
karnataka,2022,1,dharwad,925787
karnataka,2022,1,bengaluru rural,833284
karnataka,2022,1,kalaburagi,788989
karnataka,2022,1,vijayapura,714643
karnataka,2022,2,bengaluru urban,13342916
karnataka,2022,2,belagavi,1556041
karnataka,2022,2,mysuru,1482427
karnataka,2022,2,tumakuru,1018947
karnataka,2022,2,dakshina kannada,1014820
karnataka,2022,2,ballari,977999
karnataka,2022,2,dharwad,974500
karnataka,2022,2,bengaluru rural,877678
karnataka,2022,2,kalaburagi,831684
karnataka,2022,2,vijayapura,753598
karnataka,2022,3,bengaluru urban,13997602
karnataka,2022,3,belagavi,1635855
karnataka,2022,3,mysuru,1556384
karnataka,2022,3,tumakuru,1070793
karnataka,2022,3,dakshina kannada,1065741
karnataka,2022,3,ballari,1030428
karnataka,2022,3,dharwad,1024771
karnataka,2022,3,bengaluru rural,924127
karnataka,2022,3,kalaburagi,874282
karnataka,2022,3,vijayapura,792750
karnataka,2022,4,bengaluru urban,14654455
karnataka,2022,4,belagavi,1709145
karnataka,2022,4,mysuru,1627802
karnataka,2022,4,tumakuru,1118547
karnataka,2022,4,dakshina kannada,1112661
karnataka,2022,4,ballari,1079558
karnataka,2022,4,dharwad,1073312
karnataka,2022,4,bengaluru rural,968384
karnataka,2022,4,kalaburagi,913258
karnataka,2022,4,vijayapura,828346
karnataka,2023,1,bengaluru urban,15290372
karnataka,2023,1,belagavi,1785167
karnataka,2023,1,mysuru,1698270
karnataka,2023,1,tumakuru,1169009
karnataka,2023,1,dakshina kannada,1159914
karnataka,2023,1,ballari,1129725
karnataka,2023,1,dharwad,1121054
karnataka,2023,1,bengaluru rural,1012098
karnataka,2023,1,kalaburagi,954489
karnataka,2023,1,vijayapura,865920
karnataka,2023,2,bengaluru urban,15812243
karnataka,2023,2,belagavi,1857344
karnataka,2023,2,mysuru,1762422
karnataka,2023,2,tumakuru,1217798
karnataka,2023,2,dakshina kannada,1203271
karnataka,2023,2,ballari,1176489
karnataka,2023,2,dharwad,1163908
karnataka,2023,2,bengaluru rural,1051872
karnataka,2023,2,kalaburagi,994209
karnataka,2023,2,vijayapura,903119
karnataka,2023,3,bengaluru urban,16382332
karnataka,2023,3,belagavi,1932291
karnataka,2023,3,mysuru,1828718
karnataka,2023,3,tumakuru,1266959
karnataka,2023,3,dakshina kannada,1248816
karnataka,2023,3,ballari,1225188
karnataka,2023,3,dharwad,1209368
karnataka,2023,3,bengaluru rural,1093777
karnataka,2023,3,kalaburagi,1035286
karnataka,2023,3,vijayapura,940972
karnataka,2023,4,bengaluru urban,16895567
karnataka,2023,4,belagavi,2003090
karnataka,2023,4,mysuru,1890549
karnataka,2023,4,tumakuru,1312600
karnataka,2023,4,dakshina kannada,1290406
karnataka,2023,4,ballari,1271327
karnataka,2023,4,dharwad,1251728
karnataka,2023,4,bengaluru rural,1132084
karnataka,2023,4,kalaburagi,1074402
karnataka,2023,4,vijayapura,976055
kerala,2021,1,ernakulam,1126122
kerala,2021,1,thiruvananthapuram,767813
kerala,2021,1,kozhikode,691148
kerala,2021,1,malappuram,676242
kerala,2021,1,thrissur,594589
kerala,2021,1,kannur,496955
kerala,2021,1,kollam,480459
kerala,2021,1,palakkad,477868
kerala,2021,1,alappuzha,410141
kerala,2021,1,kottayam,387696
kerala,2021,2,ernakulam,1203623
kerala,2021,2,thiruvananthapuram,820485
kerala,2021,2,kozhikode,737623
kerala,2021,2,malappuram,722597
kerala,2021,2,thrissur,635598
kerala,2021,2,kannur,530657
kerala,2021,2,kollam,513820
kerala,2021,2,palakkad,511298
kerala,2021,2,alappuzha,438924
kerala,2021,2,kottayam,415007
kerala,2021,3,ernakulam,1289089
kerala,2021,3,thiruvananthapuram,878444
kerala,2021,3,kozhikode,789078
kerala,2021,3,malappuram,773963
kerala,2021,3,thrissur,681187
kerala,2021,3,kannur,568613
kerala,2021,3,kollam,551267
kerala,2021,3,palakkad,548776
kerala,2021,3,alappuzha,471228
kerala,2021,3,kottayam,445540
kerala,2021,4,ernakulam,1374081
kerala,2021,4,thiruvananthapuram,935705
kerala,2021,4,kozhikode,839678
kerala,2021,4,malappuram,824018
kerala,2021,4,thrissur,725878
kerala,2021,4,kannur,605576
kerala,2021,4,kollam,588254
kerala,2021,4,palakkad,585306
kerala,2021,4,alappuzha,503589
kerala,2021,4,kottayam,475496
kerala,2022,1,ernakulam,1454447
kerala,2022,1,thiruvananthapuram,989791
kerala,2022,1,kozhikode,887215
kerala,2022,1,malappuram,871127
kerala,2022,1,thrissur,768604
kerala,2022,1,kannur,640842
kerala,2022,1,kollam,623472
kerala,2022,1,palakkad,620428
kerala,2022,1,alappuzha,534116
kerala,2022,1,kottayam,504349
kerala,2022,2,ernakulam,1531113
kerala,2022,2,thiruvananthapuram,1041643
kerala,2022,2,kozhikode,932060
kerala,2022,2,malappuram,915204
kerala,2022,2,thrissur,808727
kerala,2022,2,kannur,673887
kerala,2022,2,kollam,657033
kerala,2022,2,palakkad,653051
kerala,2022,2,alappuzha,563253
kerala,2022,2,kottayam,531625
kerala,2022,3,ernakulam,1611052
kerala,2022,3,thiruvananthapuram,1095580
kerala,2022,3,kozhikode,978992
kerala,2022,3,malappuram,961854
kerala,2022,3,thrissur,851462
kerala,2022,3,kannur,708205
kerala,2022,3,kollam,692226
kerala,2022,3,palakkad,687131
kerala,2022,3,alappuzha,593932
kerala,2022,3,kottayam,560099
kerala,2022,4,ernakulam,1687311
kerala,2022,4,thiruvananthapuram,1146770
kerala,2022,4,kozhikode,1022289
kerala,2022,4,malappuram,1003617
kerala,2022,4,thrissur,889949
kerala,2022,4,kannur,738843
kerala,2022,4,kollam,724767
kerala,2022,4,palakkad,717320
kerala,2022,4,alappuzha,622234
kerala,2022,4,kottayam,585546
kerala,2023,1,ernakulam,1760620
kerala,2023,1,thiruvananthapuram,1196164
kerala,2023,1,kozhikode,1063764
kerala,2023,1,malappuram,1043945
kerala,2023,1,thrissur,927648
kerala,2023,1,kannur,769407
kerala,2023,1,kollam,756282
kerala,2023,1,palakkad,747944
kerala,2023,1,alappuzha,649660
kerala,2023,1,kottayam,611048
kerala,2023,2,ernakulam,1826879
kerala,2023,2,thiruvananthapuram,1241042
kerala,2023,2,kozhikode,1102669
kerala,2023,2,malappuram,1082848
kerala,2023,2,thrissur,963142
kerala,2023,2,kannur,798378
kerala,2023,2,kollam,786161
kerala,2023,2,palakkad,777224
kerala,2023,2,alappuzha,675625
kerala,2023,2,kottayam,635322
kerala,2023,3,ernakulam,1897604
kerala,2023,3,thiruvananthapuram,1288756
kerala,2023,3,kozhikode,1142968
kerala,2023,3,malappuram,1122286
kerala,2023,3,thrissur,1000321
kerala,2023,3,kannur,828310
kerala,2023,3,kollam,817493
kerala,2023,3,palakkad,807530
kerala,2023,3,alappuzha,702662
kerala,2023,3,kottayam,660585
kerala,2023,4,ernakulam,1964544
kerala,2023,4,thiruvananthapuram,1334950
kerala,2023,4,kozhikode,1181172
kerala,2023,4,malappuram,1160238
kerala,2023,4,thrissur,1036542
kerala,2023,4,kannur,857051
kerala,2023,4,kollam,847768
kerala,2023,4,palakkad,836952
kerala,2023,4,alappuzha,728812
kerala,2023,4,kottayam,685268
ladakh,2021,1,leh ladakh,54095
ladakh,2021,1,kargil,15824
ladakh,2021,2,leh ladakh,57971
ladakh,2021,2,kargil,17077
ladakh,2021,3,leh ladakh,62633
ladakh,2021,3,kargil,18577
ladakh,2021,4,leh ladakh,67049
ladakh,2021,4,kargil,20008
ladakh,2022,1,leh ladakh,71173
ladakh,2022,1,kargil,21319
ladakh,2022,2,leh ladakh,75042
ladakh,2022,2,kargil,22475
ladakh,2022,3,leh ladakh,78769
ladakh,2022,3,kargil,23530
ladakh,2022,4,leh ladakh,82011
ladakh,2022,4,kargil,24326
ladakh,2023,1,leh ladakh,85582
ladakh,2023,1,kargil,25409
ladakh,2023,2,leh ladakh,89148
ladakh,2023,2,kargil,26588
ladakh,2023,3,leh ladakh,92688
ladakh,2023,3,kargil,27747
ladakh,2023,4,leh ladakh,96066
ladakh,2023,4,kargil,28762
lakshadweep,2021,1,lakshadweep,4577
lakshadweep,2021,2,lakshadweep,4896
lakshadweep,2021,3,lakshadweep,5287
lakshadweep,2021,4,lakshadweep,5638
lakshadweep,2022,1,lakshadweep,5990
lakshadweep,2022,2,lakshadweep,6327
lakshadweep,2022,3,lakshadweep,6645
lakshadweep,2022,4,lakshadweep,6961
lakshadweep,2023,1,lakshadweep,7267
lakshadweep,2023,2,lakshadweep,7585
lakshadweep,2023,3,lakshadweep,7912
lakshadweep,2023,4,lakshadweep,8225
madhya-pradesh,2021,1,indore,1769869
madhya-pradesh,2021,1,bhopal,1340741
madhya-pradesh,2021,1,gwalior,703232
madhya-pradesh,2021,1,jabalpur,650087
madhya-pradesh,2021,1,ujjain,513868
madhya-pradesh,2021,1,sagar,432938
madhya-pradesh,2021,1,dhar,415117
madhya-pradesh,2021,1,rewa,403013
madhya-pradesh,2021,1,chhindwara,399276
madhya-pradesh,2021,1,satna,368299
madhya-pradesh,2021,2,indore,1892259
madhya-pradesh,2021,2,bhopal,1431127
madhya-pradesh,2021,2,gwalior,753172
madhya-pradesh,2021,2,jabalpur,695130
madhya-pradesh,2021,2,ujjain,552204
madhya-pradesh,2021,2,sagar,464791
madhya-pradesh,2021,2,dhar,447074
madhya-pradesh,2021,2,rewa,432682
madhya-pradesh,2021,2,chhindwara,428800
madhya-pradesh,2021,2,satna,395440
madhya-pradesh,2021,3,indore,2028266
madhya-pradesh,2021,3,bhopal,1531544
madhya-pradesh,2021,3,gwalior,809887
madhya-pradesh,2021,3,jabalpur,745631
madhya-pradesh,2021,3,ujjain,596195
madhya-pradesh,2021,3,sagar,501819
madhya-pradesh,2021,3,dhar,483901
madhya-pradesh,2021,3,rewa,466895
madhya-pradesh,2021,3,chhindwara,462834
madhya-pradesh,2021,3,satna,426929
madhya-pradesh,2021,4,indore,2164101
madhya-pradesh,2021,4,bhopal,1633266
madhya-pradesh,2021,4,gwalior,866561
madhya-pradesh,2021,4,jabalpur,796148
madhya-pradesh,2021,4,ujjain,639197
madhya-pradesh,2021,4,sagar,538447
madhya-pradesh,2021,4,dhar,519970
madhya-pradesh,2021,4,rewa,500513
madhya-pradesh,2021,4,chhindwara,495990
madhya-pradesh,2021,4,satna,457858
madhya-pradesh,2022,1,indore,2291709
madhya-pradesh,2022,1,bhopal,1729248
madhya-pradesh,2022,1,gwalior,919789
madhya-pradesh,2022,1,jabalpur,844191
madhya-pradesh,2022,1,ujjain,680599
madhya-pradesh,2022,1,sagar,573791
madhya-pradesh,2022,1,dhar,554545
madhya-pradesh,2022,1,rewa,533627
madhya-pradesh,2022,1,chhindwara,528140
madhya-pradesh,2022,1,satna,488378
madhya-pradesh,2022,2,indore,2412576
madhya-pradesh,2022,2,bhopal,1820625
madhya-pradesh,2022,2,gwalior,970340
madhya-pradesh,2022,2,jabalpur,889518
madhya-pradesh,2022,2,ujjain,719339
madhya-pradesh,2022,2,sagar,605733
madhya-pradesh,2022,2,dhar,586670
madhya-pradesh,2022,2,rewa,564327
madhya-pradesh,2022,2,chhindwara,557958
madhya-pradesh,2022,2,satna,516107
madhya-pradesh,2022,3,indore,2537328
madhya-pradesh,2022,3,bhopal,1915532
madhya-pradesh,2022,3,gwalior,1022539
madhya-pradesh,2022,3,jabalpur,935649
madhya-pradesh,2022,3,ujjain,758373
madhya-pradesh,2022,3,sagar,638100
madhya-pradesh,2022,3,dhar,618777
madhya-pradesh,2022,3,rewa,594588
madhya-pradesh,2022,3,chhindwara,587412
madhya-pradesh,2022,3,satna,544011
madhya-pradesh,2022,4,indore,2660518
madhya-pradesh,2022,4,bhopal,2009655
madhya-pradesh,2022,4,gwalior,1073648
madhya-pradesh,2022,4,jabalpur,980428
madhya-pradesh,2022,4,ujjain,794711
madhya-pradesh,2022,4,sagar,667526
madhya-pradesh,2022,4,dhar,648535
madhya-pradesh,2022,4,rewa,622122
madhya-pradesh,2022,4,chhindwara,613456
madhya-pradesh,2022,4,satna,569320
madhya-pradesh,2023,1,indore,2780295
madhya-pradesh,2023,1,bhopal,2101098
madhya-pradesh,2023,1,gwalior,1123707
madhya-pradesh,2023,1,jabalpur,1025803
madhya-pradesh,2023,1,ujjain,832451
madhya-pradesh,2023,1,sagar,699722
madhya-pradesh,2023,1,dhar,679569
madhya-pradesh,2023,1,rewa,651354
madhya-pradesh,2023,1,chhindwara,642022
madhya-pradesh,2023,1,satna,596769
madhya-pradesh,2023,2,indore,2883610
madhya-pradesh,2023,2,bhopal,2179557
madhya-pradesh,2023,2,gwalior,1168513
madhya-pradesh,2023,2,jabalpur,1065846
madhya-pradesh,2023,2,ujjain,868546
madhya-pradesh,2023,2,sagar,730094
madhya-pradesh,2023,2,dhar,710181
madhya-pradesh,2023,2,rewa,680100
madhya-pradesh,2023,2,chhindwara,670155
madhya-pradesh,2023,2,satna,623076
madhya-pradesh,2023,3,indore,2996261
madhya-pradesh,2023,3,bhopal,2265685
madhya-pradesh,2023,3,gwalior,1215484
madhya-pradesh,2023,3,jabalpur,1108465
madhya-pradesh,2023,3,ujjain,905474
madhya-pradesh,2023,3,sagar,761623
madhya-pradesh,2023,3,dhar,740878
madhya-pradesh,2023,3,rewa,708385
madhya-pradesh,2023,3,chhindwara,698604
madhya-pradesh,2023,3,satna,649398
madhya-pradesh,2023,4,indore,3098089
madhya-pradesh,2023,4,bhopal,2344171
madhya-pradesh,2023,4,gwalior,1257720
madhya-pradesh,2023,4,jabalpur,1147811
madhya-pradesh,2023,4,ujjain,938748
madhya-pradesh,2023,4,sagar,790240
madhya-pradesh,2023,4,dhar,768839
madhya-pradesh,2023,4,rewa,734299
madhya-pradesh,2023,4,chhindwara,724870
madhya-pradesh,2023,4,satna,673980
maharashtra,2021,1,pune,6481971
maharashtra,2021,1,thane,4014464
maharashtra,2021,1,mumbai suburban,3886500
maharashtra,2021,1,nashik,2049293
maharashtra,2021,1,nagpur,1761562
maharashtra,2021,1,aurangabad,1456891
maharashtra,2021,1,mumbai,1450548
maharashtra,2021,1,ahmednagar,1333477
maharashtra,2021,1,palghar,1225423
maharashtra,2021,1,solapur,1199130
maharashtra,2021,2,pune,6915820
maharashtra,2021,2,thane,4290066
maharashtra,2021,2,mumbai suburban,4151227
maharashtra,2021,2,nashik,2191882
maharashtra,2021,2,nagpur,1883447
maharashtra,2021,2,aurangabad,1557693
maharashtra,2021,2,mumbai,1549784
maharashtra,2021,2,ahmednagar,1429562
maharashtra,2021,2,palghar,1312388
maharashtra,2021,2,solapur,1283601
maharashtra,2021,3,pune,7398336
maharashtra,2021,3,thane,4597394
maharashtra,2021,3,mumbai suburban,4444495
maharashtra,2021,3,nashik,2352259
maharashtra,2021,3,nagpur,2020264
maharashtra,2021,3,aurangabad,1671665
maharashtra,2021,3,mumbai,1659663
maharashtra,2021,3,ahmednagar,1539300
maharashtra,2021,3,palghar,1410321
maharashtra,2021,3,solapur,1380100
maharashtra,2021,4,pune,7880431
maharashtra,2021,4,thane,4906492
maharashtra,2021,4,mumbai suburban,4740546
maharashtra,2021,4,nashik,2510393
maharashtra,2021,4,nagpur,2157149
maharashtra,2021,4,aurangabad,1786190
maharashtra,2021,4,mumbai,1770325
maharashtra,2021,4,ahmednagar,1646991
maharashtra,2021,4,palghar,1508500
maharashtra,2021,4,solapur,1475291
maharashtra,2022,1,pune,8331582
maharashtra,2022,1,thane,5196050
maharashtra,2022,1,mumbai suburban,5017556
maharashtra,2022,1,nashik,2661739
maharashtra,2022,1,nagpur,2286011
maharashtra,2022,1,aurangabad,1894797
maharashtra,2022,1,mumbai,1873643
maharashtra,2022,1,ahmednagar,1749682
maharashtra,2022,1,palghar,1601518
maharashtra,2022,1,solapur,1565902
maharashtra,2022,2,pune,8757249
maharashtra,2022,2,thane,5471749
maharashtra,2022,2,mumbai suburban,5281053
maharashtra,2022,2,nashik,2803471
maharashtra,2022,2,nagpur,2407812
maharashtra,2022,2,aurangabad,1996927
maharashtra,2022,2,mumbai,1972178
maharashtra,2022,2,ahmednagar,1844168
maharashtra,2022,2,palghar,1689875
maharashtra,2022,2,solapur,1649511
maharashtra,2022,3,pune,9194074
maharashtra,2022,3,thane,5757165
maharashtra,2022,3,mumbai suburban,5555095
maharashtra,2022,3,nashik,2948824
maharashtra,2022,3,nagpur,2532986
maharashtra,2022,3,aurangabad,2101234
maharashtra,2022,3,mumbai,2074701
maharashtra,2022,3,ahmednagar,1940071
maharashtra,2022,3,palghar,1781265
maharashtra,2022,3,solapur,1733556
maharashtra,2022,4,pune,9622338
maharashtra,2022,4,thane,6042267
maharashtra,2022,4,mumbai suburban,5831539
maharashtra,2022,4,nashik,3086721
maharashtra,2022,4,nagpur,2655029
maharashtra,2022,4,aurangabad,2201353
maharashtra,2022,4,mumbai,2178155
maharashtra,2022,4,ahmednagar,2027819
maharashtra,2022,4,palghar,1870957
maharashtra,2022,4,solapur,1811044
maharashtra,2023,1,pune,10037022
maharashtra,2023,1,thane,6314618
maharashtra,2023,1,mumbai suburban,6095695
maharashtra,2023,1,nashik,3223873
maharashtra,2023,1,nagpur,2775157
maharashtra,2023,1,aurangabad,2300283
maharashtra,2023,1,mumbai,2276888
maharashtra,2023,1,ahmednagar,2119506
maharashtra,2023,1,palghar,1957628
maharashtra,2023,1,solapur,1892509
maharashtra,2023,2,pune,10396344
maharashtra,2023,2,thane,6552282
maharashtra,2023,2,mumbai suburban,6322778
maharashtra,2023,2,nashik,3350410
maharashtra,2023,2,nagpur,2882255
maharashtra,2023,2,aurangabad,2390854
maharashtra,2023,2,mumbai,2361852
maharashtra,2023,2,ahmednagar,2208055
maharashtra,2023,2,palghar,2037722
maharashtra,2023,2,solapur,1970077
maharashtra,2023,3,pune,10780092
maharashtra,2023,3,thane,6802106
maharashtra,2023,3,mumbai suburban,6560867
maharashtra,2023,3,nashik,3481028
maharashtra,2023,3,nagpur,2995471
maharashtra,2023,3,aurangabad,2485041
maharashtra,2023,3,mumbai,2450770
maharashtra,2023,3,ahmednagar,2297997
maharashtra,2023,3,palghar,2118552
maharashtra,2023,3,solapur,2050042
maharashtra,2023,4,pune,11135186
maharashtra,2023,4,thane,7044610
maharashtra,2023,4,mumbai suburban,6796218
maharashtra,2023,4,nashik,3606029
maharashtra,2023,4,nagpur,3102070
maharashtra,2023,4,aurangabad,2575931
maharashtra,2023,4,mumbai,2537871
maharashtra,2023,4,ahmednagar,2381246
maharashtra,2023,4,palghar,2198589
maharashtra,2023,4,solapur,2124162
manipur,2021,1,imphal west,96101
manipur,2021,1,imphal east,62004
manipur,2021,1,thoubal,29072
manipur,2021,1,bishnupur,27615
manipur,2021,1,churachandpur,23827
manipur,2021,1,kangpokpi,19239
manipur,2021,1,kakching,12888
manipur,2021,1,ukhrul,9372
manipur,2021,1,tamenglong,7960
manipur,2021,1,chandel,6467
manipur,2021,2,imphal west,102833
manipur,2021,2,imphal east,66388
manipur,2021,2,thoubal,31139
manipur,2021,2,bishnupur,29671
manipur,2021,2,churachandpur,25573
manipur,2021,2,kangpokpi,20703
manipur,2021,2,kakching,13816
manipur,2021,2,ukhrul,10142
manipur,2021,2,tamenglong,8580
manipur,2021,2,chandel,6980
manipur,2021,3,imphal west,110506
manipur,2021,3,imphal east,71436
manipur,2021,3,thoubal,33478
manipur,2021,3,bishnupur,31996
manipur,2021,3,churachandpur,27600
manipur,2021,3,kangpokpi,22416
manipur,2021,3,kakching,14924
manipur,2021,3,ukhrul,11045
manipur,2021,3,tamenglong,9326
manipur,2021,3,chandel,7597
manipur,2021,4,imphal west,118056
manipur,2021,4,imphal east,76421
manipur,2021,4,thoubal,35832
manipur,2021,4,bishnupur,34316
manipur,2021,4,churachandpur,29651
manipur,2021,4,kangpokpi,24082
manipur,2021,4,kakching,15985
manipur,2021,4,ukhrul,11949
manipur,2021,4,tamenglong,10063
manipur,2021,4,chandel,8184
manipur,2022,1,imphal west,125131
manipur,2022,1,imphal east,81134
manipur,2022,1,thoubal,38088
manipur,2022,1,bishnupur,36514
manipur,2022,1,churachandpur,31533
manipur,2022,1,kangpokpi,25589
manipur,2022,1,kakching,17014
manipur,2022,1,ukhrul,12728
manipur,2022,1,tamenglong,10719
manipur,2022,1,chandel,8724
manipur,2022,2,imphal west,131901
manipur,2022,2,imphal east,85559
manipur,2022,2,thoubal,40196
manipur,2022,2,bishnupur,38512
manipur,2022,2,churachandpur,33293
manipur,2022,2,kangpokpi,27002
manipur,2022,2,kakching,18011
manipur,2022,2,ukhrul,13435
manipur,2022,2,tamenglong,11310
manipur,2022,2,chandel,9201
manipur,2022,3,imphal west,138892
manipur,2022,3,imphal east,90100
manipur,2022,3,thoubal,42321
manipur,2022,3,bishnupur,40486
manipur,2022,3,churachandpur,35081
manipur,2022,3,kangpokpi,28377
manipur,2022,3,kakching,18979
manipur,2022,3,ukhrul,14002
manipur,2022,3,tamenglong,11830
manipur,2022,3,chandel,9647
manipur,2022,4,imphal west,145422
manipur,2022,4,imphal east,94344
manipur,2022,4,thoubal,44264
manipur,2022,4,bishnupur,42189
manipur,2022,4,churachandpur,36722
manipur,2022,4,kangpokpi,29563
manipur,2022,4,kakching,19797
manipur,2022,4,ukhrul,14415
manipur,2022,4,tamenglong,12297
manipur,2022,4,chandel,9973
manipur,2023,1,imphal west,151777
manipur,2023,1,imphal east,98499
manipur,2023,1,thoubal,46248
manipur,2023,1,bishnupur,44031
manipur,2023,1,churachandpur,38361
manipur,2023,1,kangpokpi,30917
manipur,2023,1,kakching,20700
manipur,2023,1,ukhrul,15024
manipur,2023,1,tamenglong,12843
manipur,2023,1,chandel,10406
manipur,2023,2,imphal west,157911
manipur,2023,2,imphal east,102530
manipur,2023,2,thoubal,48169
manipur,2023,2,bishnupur,46010
manipur,2023,2,churachandpur,40043
manipur,2023,2,kangpokpi,32306
manipur,2023,2,kakching,21613
manipur,2023,2,ukhrul,15758
manipur,2023,2,tamenglong,13463
manipur,2023,2,chandel,10941
manipur,2023,3,imphal west,164350
manipur,2023,3,imphal east,106699
manipur,2023,3,thoubal,50179
manipur,2023,3,bishnupur,47895
manipur,2023,3,churachandpur,41799
manipur,2023,3,kangpokpi,33690
manipur,2023,3,kakching,22516
manipur,2023,3,ukhrul,16460
manipur,2023,3,tamenglong,14077
manipur,2023,3,chandel,11414
manipur,2023,4,imphal west,171021
manipur,2023,4,imphal east,111164
manipur,2023,4,thoubal,52303
manipur,2023,4,bishnupur,49929
manipur,2023,4,churachandpur,43539
manipur,2023,4,kangpokpi,35090
manipur,2023,4,kakching,23493
manipur,2023,4,ukhrul,17147
manipur,2023,4,tamenglong,14662
manipur,2023,4,chandel,11910
meghalaya,2021,1,east khasi hills,78429
meghalaya,2021,1,west garo hills,40993
meghalaya,2021,1,ribhoi,18641
meghalaya,2021,1,east jaintia hills,13460
meghalaya,2021,1,west jaintia hills,8665
meghalaya,2021,1,north garo hills,6392
meghalaya,2021,1,south west garo hills,6276
meghalaya,2021,1,east garo hills,6237
meghalaya,2021,1,south garo hills,5439
meghalaya,2021,1,west khasi hills,4858
meghalaya,2021,2,east khasi hills,84124
meghalaya,2021,2,west garo hills,44151
meghalaya,2021,2,ribhoi,20098
meghalaya,2021,2,east jaintia hills,14530
meghalaya,2021,2,west jaintia hills,9409
meghalaya,2021,2,north garo hills,6951
meghalaya,2021,2,south west garo hills,6835
meghalaya,2021,2,east garo hills,6754
meghalaya,2021,2,south garo hills,5922
